Ê—“‘,«Ã „«⁄Ì,«œ» Ê Â‰—,”Ì«”Ì,«ﬁ ’«œ
0,0,2,0,0
0,0,0,0,1
0,1,1,0,0
2,3,2,2,2
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
0,1,2,0,1
0,0,1,1,0
0,1,0,0,1
0,0,0,1,0
1,0,0,0,0
0,0,1,0,0
0,0,0,0,1
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
4,2,0,6,1192
1,0,1,3,0
0,0,0,1,0
0,0,1,3,4
1,2,0,4,0
4,9,1,5,6
0,0,0,0,1
0,1,0,0,0
6,34,22,37,235
0,1,1,0,0
11,4,8,6,203
4,0,0,14,0
1,8,1,19,13
7,22,5,23,6
3,6,2,0,0
0,0,0,0,2
0,1,0,0,0
1,0,0,0,0
0,1,0,3,0
0,1,0,0,0
0,0,1,0,0
6,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,3,0,1,0
0,1,0,0,0
0,0,0,0,1
0,1,1,0,0
0,0,1,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
1,7,6,6,5
1,2,0,0,0
0,0,1,0,0
0,0,6,1,0
1,0,0,0,0
0,1,0,1,0
0,1,0,2,0
0,1,0,1,0
0,3,0,1,0
0,0,0,0,6
3,5,0,0,0
1,0,0,0,0
2,1,0,0,1
0,0,0,1,0
7,16,6,5,70
0,0,0,1,0
0,0,0,1,0
0,0,0,2,0
0,1,0,0,0
0,1,0,0,0
4,5,2,6,5
32,23,3,34,28
0,1,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,0,2
0,0,2,0,0
0,0,3,0,0
0,0,0,0,1
0,0,0,0,5
48,5,7,0,0
21,15,8,6,11
1,0,0,0,0
0,1,0,0,0
0,0,0,0,2
0,0,0,1,0
0,0,0,1,0
0,3,3,7,2
6,0,0,0,0
4,0,0,0,0
0,0,0,1,0
0,1,0,0,1
0,3,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
0,3,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
1,3,1,0,1
2,0,0,0,0
2,1,2,1,4
4,3,15,0,0
0,4,8,4,0
0,0,3,1,0
0,0,0,1,0
0,0,0,5,1
0,1,0,0,0
25,9,6,7,11
0,0,0,1,52
0,2,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,0,1
0,0,0,1,0
0,1,0,0,0
0,0,0,0,1
4,21,2,8,9
0,2,1,0,1
0,0,0,1,0
0,0,0,1,0
1,2,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,2,0,0
2,0,0,0,0
0,27,0,2,0
1,12,0,1,0
0,0,1,0,0
0,0,0,1,1
0,0,0,1,0
0,0,0,1,0
2,5,17,2,1
0,1,0,0,0
0,2,1,1,0
1,0,0,0,0
0,0,0,0,2
0,1,1,0,0
14,56,18,24,15
0,1,0,0,0
0,0,0,0,17
5,7,8,3,1
0,20,1,1,0
0,0,4,0,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
0,3,0,0,0
1,0,0,0,0
0,0,1,0,0
0,5,2,12,52
0,0,0,3,3
0,4,0,0,0
0,1,0,0,0
0,1,0,0,0
52,1,0,0,1
0,0,0,1,0
0,0,0,0,1
0,0,2,0,0
0,1,0,1,0
0,13,0,2,0
0,0,0,1,0
2,0,0,0,3
0,1,0,0,0
2,0,0,0,0
0,4,1,0,0
0,0,3,0,0
0,0,0,0,2
7,64,12,4,1
0,0,0,0,1
0,0,0,2,2
0,1,0,1,2
0,0,6,0,0
0,1,0,0,0
0,0,0,0,1
0,1,0,0,0
0,1,1,0,0
3,0,1,0,0
46,116,14,4,6
0,0,1,0,0
0,0,0,1,0
11,30,9,49,2
1,1,1,0,0
0,1,0,0,0
0,0,1,0,0
1,0,0,0,0
3,0,0,0,0
0,0,0,1,0
0,1,1,0,0
0,0,0,0,1
0,0,1,14,0
0,2,3,1,1
0,21,1,11,1
0,1,2,0,0
0,1,0,0,0
0,0,0,1,0
0,38,175,11,4
0,2,0,0,0
1,3,4,1,0
0,0,0,0,1
0,0,0,1,0
7,4,7,1,1
7,107,3,34,4
0,0,1,1,0
0,0,1,0,0
8,7,0,38,0
7,34,6,1,0
0,1,0,1,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,0,1,0
0,1,0,0,0
0,0,1,1,0
9,19,15,6,4
0,0,0,1,1
0,2,0,0,0
2,0,0,0,0
0,1,1,0,0
0,0,1,0,0
0,11,0,0,0
0,0,2,0,0
0,1,4,1,0
1,11,1,10,4
0,1,0,6,0
70,43,10,57,45
1,6,0,6,0
0,4,0,0,0
2,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,0,1
3,7,3,4,2
0,6,2,3,0
1,0,0,0,0
3,0,0,0,0
0,2,0,1,0
1,0,0,0,0
1,3,3,2,2
0,2,0,0,0
0,0,0,2,0
1,0,0,0,0
0,0,0,1,0
3,4,2,1,0
0,0,0,1,0
0,1,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,1,1,0
0,1,0,0,3
0,8,0,0,21
0,0,2,1,0
1,0,0,0,1
0,1,0,0,0
0,7,1,6,9
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,2,0,0,0
0,0,0,0,1
0,9,10,2,0
5,0,0,0,0
1,0,0,0,0
0,0,0,0,1
1,0,0,0,0
8,3,2,0,0
0,0,0,0,1
0,1,2,1,2
0,0,0,1,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
3,6,4,1,1
0,1,0,1,0
0,0,0,1,0
0,0,1,0,0
0,0,0,2,0
26,122,32,103,77
0,0,1,0,0
0,1,1,2,0
5,23,5,93,134
0,0,0,2,0
0,0,0,1,0
7,9,13,12,5
0,1,0,0,0
0,0,3,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,2,1,2,1
2,0,0,0,0
0,0,1,0,0
7,57,22,49,15
0,0,0,0,1
0,0,0,1,0
4,13,1,1,0
5,0,0,3,0
22,119,12,60,26
8,177,41,117,43
0,6,2,1,0
0,0,0,1,0
0,0,0,0,3
1,5,4,2,2
0,0,0,0,1
0,6,1,0,1
2,0,0,0,0
1,13,16,6,0
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
2,10,9,41,0
0,0,30,0,0
2,0,0,0,0
0,0,0,0,5
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,1,0
0,0,1,0,0
0,1,0,1,0
0,0,0,0,1
11,70,13,59,28
0,0,1,5,0
0,1,1,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
118,287,77,190,416
1,0,0,0,0
0,0,5,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
1,24,2,46,12
11,5,7,24,1
3,2,0,0,0
0,6,0,2,2
0,0,1,2,0
1,0,1,0,0
0,1,0,0,0
1,1,1,0,1
0,4,2,2,0
0,1,0,0,2
1,0,0,0,1
0,1,0,0,0
0,0,0,0,1
1,0,0,0,0
1,6,2,0,0
0,0,0,2,0
1,0,0,0,0
0,1,0,0,0
1,0,1,0,1
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,1
0,1,0,0,1
0,0,1,0,0
0,2,4,19,0
0,1,0,0,0
16,62,392,53,11
0,2,0,0,0
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
2,0,0,0,0
0,0,2,0,0
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,2,1,2,0
0,3,0,0,0
0,1,0,0,0
0,2,0,0,0
0,1,0,1,0
1,4,16,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,0,0
3,0,0,0,0
0,0,0,1,0
1,0,1,0,2
4,10,16,0,0
0,1,2,0,0
6,43,2,5,1
0,3,4,3,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,0,1
1,0,0,0,0
0,0,1,0,1
0,1,2,0,1
0,1,0,0,0
0,1,0,7,0
0,0,1,0,0
1,0,0,0,0
0,0,0,5,0
0,0,0,0,91
0,0,1,0,0
0,0,1,0,0
0,0,0,0,1
0,0,1,0,0
16,0,2,0,0
2,0,0,0,0
1,0,0,0,2
0,2,0,0,0
0,0,0,1,1
0,0,1,0,1
0,0,0,0,1
0,0,0,1,0
0,1,0,1,0
0,1,2,0,2
0,0,1,0,0
0,3,0,0,0
0,0,2,0,0
0,1,0,0,1
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,9,1,0,8
1,0,1,0,1
0,2,0,5,4
0,0,0,1,0
0,2,0,4,1
0,1,0,1,0
0,1,0,0,0
0,0,2,0,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
4,0,0,2,1
6,5,3,3,2
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
14,2,20,9,4
0,0,1,0,0
4,53,2,17,79
0,14,0,4,0
0,3,0,0,0
0,0,0,0,1
1,2,0,0,0
0,0,1,0,0
0,0,0,0,1
0,4,0,0,0
0,0,0,1,0
0,1,0,0,0
0,3,1,1,2
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,3,0,2,0
0,0,0,1,0
0,1,2,0,0
5,9,9,23,45
6,31,1,2,2
0,0,1,0,0
0,0,0,0,2
0,1,8,1,0
0,1,0,0,0
0,1,0,0,0
0,0,1,1,0
0,1,0,0,0
23,98,16,94,38
3,0,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,0,0,1
0,1,0,0,0
0,1,2,2,1
1,0,0,0,0
0,1,2,0,4
0,0,1,0,0
0,0,0,0,1
0,0,0,1,0
0,2,0,0,0
0,1,0,0,0
0,4,0,0,2
0,0,17,0,0
0,1,0,0,0
9,8,1,6,5
0,0,0,1,0
576,2,16,0,0
0,7,0,0,0
0,2,0,1,0
0,0,0,1,0
0,1,0,0,0
0,0,0,1,0
148,1,0,0,0
7,20,4,4,2
0,1,0,0,0
0,1,0,0,0
18,1,2,3,4
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
862,10,2,1,2
1,1,0,4,0
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
0,2,0,0,0
0,0,0,1,0
6,26,9,36,6
0,1,0,1,0
0,0,0,1,0
2,1,0,0,0
1,3,0,2,0
1,1,1,1,1
5,8,0,1,1
1,13,1,0,0
2,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,1,0,0
23,125,32,88,117
0,0,0,1,0
4,10,5,1,0
0,0,0,0,1
1,0,1,0,2
0,2,6,1,0
0,0,0,1,0
0,0,0,0,1
0,0,0,1,0
0,1,4,1,0
0,1,0,1,0
0,2,0,0,0
0,0,0,1,0
4,0,0,0,0
0,0,0,1,0
0,7,4,0,10
0,0,1,0,0
0,3,0,1,0
1,0,0,0,0
1,1,1,0,0
1,0,0,0,0
0,2,0,0,0
0,1,0,0,0
14,334,57,162,71
0,1,0,0,0
0,5,0,1,10
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
2,17,16,29,16
0,0,0,1,0
0,0,0,1,1
0,3,1,0,0
1,8,1,12,0
22,61,18,28,35
2,399,12,218,111
0,2,1,0,0
0,1,0,1,0
1,0,0,0,0
39,43,71,14,2
9,5,1,53,9
2,2,1,0,2
0,4,0,0,0
1,0,0,0,0
7,0,1,0,0
0,3,3,1,0
1,0,7,0,2
0,0,0,1,0
0,1,0,0,0
1,1,0,0,0
0,6,1,0,0
0,5,1,1,0
0,0,1,0,0
30,128,30,89,75
0,0,0,1,0
0,1,0,0,0
0,0,0,1,0
0,0,1,2,0
0,0,0,0,1
0,1,0,0,0
0,7,0,4,2
0,2,0,0,0
0,0,0,1,0
0,0,0,0,2
14,1,2,1,1
0,0,0,0,1
0,1,0,2,0
1,1,0,0,2
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,1,0
6,1,3,0,0
0,1,0,0,1
2,0,0,0,1
0,1,0,10,5
1,0,0,0,0
0,1,0,0,0
2,0,1,1,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
8,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
35,68,14,62,55
3,6,1,11,52
0,0,0,1,0
0,0,0,0,1
1,0,0,0,0
0,0,0,1,0
0,3,0,1,0
0,0,0,0,1
0,117,0,12,0
0,0,2,0,0
0,0,0,3,0
2,0,0,0,0
1,2,0,0,0
0,0,2,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,0,1
0,3,1,1,0
0,0,0,4,0
0,1,0,2,0
3,16,1,1,3
0,1,0,0,0
1,0,4,0,0
0,1,1,0,0
0,1,0,0,0
84,176,31,159,130
0,0,0,1,0
0,0,12,0,0
10,14,8,6,0
0,0,0,1,0
0,1,0,0,0
6,39,19,73,61
0,1,0,0,0
2,2,1,0,0
0,0,1,0,0
0,1,0,0,0
0,5,0,2,22
0,1,0,1,0
10,29,4,48,14
0,1,0,0,0
21,0,0,0,0
1,0,3,0,0
5,14,13,24,43
0,0,1,0,0
4,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,0,0
0,15,8,54,7
1,2,0,0,0
0,0,0,2,0
2,0,1,0,0
1,0,0,0,0
0,1,0,1,0
0,1,0,1,0
1,0,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,1,0
0,1,0,1,0
1,0,2,7,9
5,9,3,9,2
0,0,0,0,1
0,0,0,1,0
0,1,2,4,0
0,4,0,0,0
0,1,1,0,0
16,102,14,42,25
0,3,1,9,0
1,0,0,0,0
0,0,21,0,0
0,0,0,0,3
0,1,0,0,0
0,0,1,0,0
0,0,2,24,30
0,2,0,0,0
1,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,2,0,9,0
0,3,0,1,0
0,8,0,0,0
0,0,1,0,0
3,1,0,0,0
2,0,0,0,0
5,6,2,1,0
1,0,0,2,3
56,68,53,39,16
0,0,1,0,0
0,4,1,0,0
2,0,0,0,0
0,1,0,0,0
0,1,2,0,0
0,2,1,0,2
0,0,2,3,0
0,7,1,3,0
0,2,1,1,0
0,0,2,2,0
1,0,0,0,0
0,1,0,0,0
0,3,0,3,1
0,0,0,2,0
0,0,10,0,0
2,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,3,0
0,0,0,2,0
88,233,23,347,110
0,2,1,2,0
0,0,0,31,0
1,2,2,0,0
1,1,0,0,2
0,2,0,0,0
0,0,0,1,0
0,0,1,0,0
0,1,1,0,0
3,0,0,0,0
0,1,0,0,0
3,3,0,4,4
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
3,1,3,0,1
0,1,0,1,0
0,1,0,0,0
0,0,1,0,0
3,3,0,0,0
0,11,4,19,8
0,0,1,0,0
0,1,5,3,0
0,0,0,1,0
0,1,0,0,0
0,4,0,1,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
964,365,181,612,209
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
4,0,0,0,0
0,0,0,2,0
0,1,0,0,0
0,0,1,1,0
1,4,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,0,4
23,63,1,46,7
0,0,1,0,0
0,0,1,0,0
6,5,2,4,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
2,4,0,2,0
4,1,0,2,2
0,0,1,0,0
13,0,0,0,0
3,0,0,0,0
4,0,9,2,2
8,17,1,19,15
1,2,5,0,0
1,6,5,1,0
29,61,42,95,9
4,3,22,1,0
2,18,0,16,14
0,0,0,35,0
5,113,199,21,4
0,1,0,1,0
1,12,1,11,9
0,1,0,0,0
0,3,1,0,0
0,0,0,0,1
0,0,1,0,0
0,1,0,0,0
0,2,0,0,0
0,1,3,0,0
1,0,0,0,0
0,0,1,0,2
1,0,0,0,0
1,2,0,0,0
2,3,1,13,2
0,1,0,0,0
0,0,0,1,0
1,3,3,180,4
0,1,0,0,0
0,1,0,0,0
16,0,0,0,0
1,0,0,0,0
0,1,0,1,0
0,0,0,0,3
1,0,0,0,0
0,0,0,1,0
5,5,1,18,2
0,0,0,1,0
0,1,0,0,0
0,0,0,0,1
0,1,0,0,0
1,0,0,0,0
1,7,1,6,0
1,0,0,0,0
0,62,2,18,1
3,4,2,0,0
0,1,0,0,1
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,1,0,0
3,0,0,0,0
0,1,0,0,0
0,1,0,1,0
0,0,0,2,0
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
0,2,0,1,0
0,0,0,0,2
0,2,3,2,0
1,0,0,0,0
1,0,1,2,0
0,1,0,1,0
0,0,0,5,0
0,0,0,1,0
40,3,0,0,5
0,0,0,1,0
2,0,2,1,0
0,1,0,0,6
0,0,0,1,0
0,5,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,5,0,0
1,0,0,1,0
0,0,0,0,1
364,335,186,294,172
5,2,3,4,4
0,0,0,1,0
0,0,1,0,0
0,0,1,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,4,0
0,1,0,2,0
2,0,0,0,0
0,0,0,1,0
0,4,0,8,0
0,0,0,1,0
4,2,0,4,4
0,0,0,1,0
1,0,0,0,0
0,0,0,2,0
0,1,0,3,0
36,103,35,70,33
0,0,0,1,0
0,0,0,1,1
0,0,1,0,0
8,5,16,5,2
0,2,0,1,0
0,2,0,0,0
2,0,0,0,0
5,2,7,0,0
1,0,1,5,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,1
0,0,0,1,0
9,23,4,87,49
0,1,0,0,0
0,0,0,1,0
17,7,4,1,3
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,18,2,0
0,0,1,0,0
23,17,5,48,14
0,0,1,0,0
1,15,3,0,0
0,6,5,12,65
3,0,0,1,0
2,0,0,0,0
0,0,1,0,0
1,0,0,0,0
0,0,1,1,0
2,0,0,0,0
0,1,0,0,0
7,47,6,16,34
2,0,0,0,0
0,0,6,5,0
0,0,0,2,0
1,0,0,0,0
0,2,0,0,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,1,0
2,0,0,3,0
0,0,0,1,0
3,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,1
0,1,0,1,0
0,0,0,1,0
14,13,13,3,6
0,0,0,1,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
1,0,0,0,1
0,0,1,1,0
2,0,0,2,3
0,0,1,0,0
0,4,0,6,2
1,2,0,0,0
0,2,0,0,0
0,2,0,0,0
1,0,0,0,0
0,0,13,0,0
0,8,0,6,3
2,42,0,6,8
0,4,0,0,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,8,9,5,1
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
20,233,39,79,17
1,0,0,0,0
0,2,0,7,2
1,2,0,6,15
0,7,0,6,8
0,1,0,1,0
1,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,0,0,1,0
1,3,0,8,2
0,0,1,0,0
0,2,0,0,0
0,0,9,1,0
3,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
9,41,3,309,9
0,2,0,0,1
1,1,0,0,0
0,2,0,0,0
0,1,0,0,0
0,0,2,0,0
0,0,1,0,0
0,0,3,0,0
0,0,0,0,1
1,0,0,0,0
0,1,0,2,1
0,0,0,0,1
0,0,0,2,0
0,0,0,1,0
1,0,0,0,0
2,0,1,1,0
0,2,0,0,0
7,2,9,0,0
1,0,2,0,0
0,0,1,0,0
0,0,3,0,0
0,0,0,1,0
0,1,0,0,0
60,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,2,0,1,0
0,1,0,0,0
0,1,0,0,0
3,14,6,15,20
0,0,0,1,0
0,0,0,3,1
0,0,0,1,0
0,0,1,0,0
0,2,0,0,0
0,0,0,0,2
0,1,0,0,0
2,0,1,0,0
0,0,0,1,0
0,6,0,0,0
0,0,0,3,0
0,1,0,0,0
1,0,1,0,0
0,1,1,0,0
51,169,103,131,27
0,1,0,0,0
1,0,0,0,0
0,0,0,0,1
0,1,0,0,0
0,1,11,0,0
5,64,8,20,4
0,1,0,0,0
1,0,0,0,0
0,3,0,0,2
0,0,0,0,2
0,0,0,1,0
0,0,0,2,0
0,0,0,1,0
0,0,1,0,0
0,1,0,0,1
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
1,3,11,0,1
0,3,0,0,0
0,1,0,0,0
0,3,0,0,1
0,0,0,0,1
19,149,13,58,42
0,0,0,1,0
0,0,0,0,1
17,14,5,1,1
0,0,0,1,0
0,0,1,1,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,0
4,11,1,2,0
0,0,0,1,0
24,117,1,39,2
1,1,27,0,0
0,1,1,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,0,1
23,2,1,8,128
1,0,0,0,0
1,4,3,1,8
0,0,0,0,1
0,1,1,0,0
0,0,0,1,0
3,1,0,0,0
0,1,0,0,0
0,0,1,1,0
0,0,0,0,1
1,0,0,0,0
1,46,2,16,5
0,9,0,12,0
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
2,13,0,159,11
0,0,10,0,0
0,1,1,0,0
0,0,0,1,0
0,2,0,2,2
1,0,0,0,0
1,3,0,1,2
0,0,1,3,0
0,4,0,1,5
0,1,0,12,11
0,1,0,0,0
2,0,1,1,0
0,0,0,1,0
1,0,0,0,0
0,0,3,0,0
0,2,1,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,2,0
0,1,0,0,0
0,0,1,0,1
2,3,2,0,6
1,6,3,4,0
0,0,0,0,1
0,0,1,0,0
0,0,0,0,1
0,3,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,3,0,0
0,27,6,1,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,5,0
0,8,0,0,0
0,0,2,0,0
70,760,53,258,2133
0,0,3,0,0
0,1,0,0,0
0,7,2,15,3
1,1,0,0,0
0,0,0,0,3
0,0,0,2,0
2,7,3,19,4
16,12,11,9,3
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
260,254,107,94,22
0,0,0,1,0
0,0,1,0,0
2,0,0,0,0
0,2,1,2,4
1,5,0,2,0
0,0,0,0,1
29,3,1,0,0
0,87,0,169,8
1,2,0,3,0
4,1,3,3,10
5,0,0,0,1
0,7,3,12,3
5,15,20,8,3
0,0,1,0,0
0,0,0,1,0
0,2,1,0,0
0,0,0,0,1
0,4,3,0,1
3,0,0,1,0
0,5,0,9,5
4,0,0,0,0
0,0,0,1,0
6,15,17,15,18
0,0,0,1,0
6,26,14,10,7
0,1,1,0,0
0,1,0,0,0
1,12,3,24,1
1,4,0,4,1
0,0,0,1,0
3,21,2,3,13
21,0,0,0,0
0,1,0,0,0
0,0,1,0,0
0,5,0,3,0
0,2,0,0,0
0,0,1,0,0
0,0,1,1,0
1,19,0,15,2
4,0,0,0,1
0,1,0,0,0
0,7,0,1,6
0,4,0,3,0
1,0,0,0,0
0,0,0,1,0
0,0,7,0,0
1,19,0,17,9
0,0,0,1,0
2,2,0,4,0
0,0,0,0,1
1,0,0,0,0
0,1,0,0,0
2,0,0,0,0
0,0,0,1,0
0,0,0,1,0
5,10,6,15,3
0,0,0,2,0
0,0,3,0,0
6,3,0,5,0
1,0,0,0,0
0,0,1,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,3,5,1,0
3,0,0,0,0
1,0,0,0,0
0,0,2,11,0
0,0,0,1,0
0,1,0,0,0
0,1,1,3,0
3,0,0,0,0
0,28,2,6,7
0,1,0,0,0
0,1,0,0,0
0,5,1,0,0
0,0,0,0,3
0,1,0,1,0
0,0,0,1,0
10,1,0,2,1
0,0,0,1,0
0,0,1,0,0
0,2,0,0,0
258,3,7,6,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,2
0,0,0,1,0
0,0,1,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,21,0
9,0,0,0,0
1,0,0,0,0
67,7,4,10,0
0,2,0,0,0
0,0,1,0,0
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,0,2
0,0,0,1,0
2,10,5,7,1
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,1
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,0,0
0,1,3,0,0
7,17,3,8,3
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
1,6,5,0,1
0,2,0,0,0
0,0,0,0,3
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,1,0
0,0,1,0,0
0,0,1,0,0
0,5,0,0,0
1,1,0,2,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,1,0,0,2
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
4,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,2,0
12,0,0,0,0
0,0,1,0,0
0,0,0,0,1
0,7,0,2,0
0,11,0,0,0
1,5,3,2,5
0,0,3,1,0
0,1,0,0,0
1,2,0,1,2
1,3,4,1,0
0,3,4,0,1
0,0,0,1,0
2,1,1,0,0
0,0,1,0,0
1,0,0,0,0
0,0,0,0,1
0,0,0,8,2
0,1,3,0,0
0,0,2,0,0
0,1,0,0,0
0,0,1,0,0
0,3,2,4,0
0,1,0,0,0
0,2,0,1,1
0,0,0,0,2
0,1,0,0,0
0,0,0,0,1
0,0,0,0,1
0,0,0,1,0
0,0,0,1,0
0,3,2,10,2
0,0,0,0,1
0,0,0,1,0
0,0,0,1,0
23,50,7,19,8
0,1,0,0,0
0,0,1,1,0
0,1,0,2,0
2,0,0,0,0
46,120,24,205,133
0,1,3,0,2
0,1,2,1,12
0,0,1,0,0
0,9,2,6,1
0,1,0,0,0
10,29,5,19,15
1,9,5,3,1
0,0,1,0,0
1,13,2,2,4
0,0,0,1,1
3,24,41,4,25
0,0,0,1,0
3,27,4,3,1
2,9,0,4,9
1,2,0,1,1
1,0,0,0,0
0,1,0,0,0
16,12,0,11,3
0,0,0,0,1
0,1,0,1,7
0,1,4,0,0
1,11,0,8,10
0,0,0,1,0
0,2,2,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,0,3,0,0
0,1,0,0,0
10,0,0,0,0
0,7,1,0,0
0,0,0,0,1
0,1,0,0,0
90,253,58,126,97
0,0,0,1,0
21,61,10,21,15
0,0,0,1,0
0,1,0,0,0
0,0,6,0,0
0,0,0,36,1
0,0,0,1,0
0,0,0,1,0
29,43,17,39,23
0,0,0,1,0
1,0,6,0,0
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,4,0,5,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,10,0
0,1,0,0,0
1,1,2,5,1
13,42,3,13,337
0,0,0,1,0
0,0,0,0,1
0,0,5,1,0
0,1,0,2,0
0,2,0,0,0
7,4,2,0,1
0,5,0,15,174
0,6,4,17,5
0,4,0,7,0
0,3,7,0,0
8,4,5,3,0
6,15,2,0,0
0,0,1,3,0
0,0,1,0,0
6,28,5,49,24
